User,Time,Value
u58,1365465600,2.0
u58,1365638400,2.0
u58,1365724800,1.0
u58,1365811200,2.0
u58,1365897600,3.0
u58,1365984000,2.0
u58,1366070400,3.0
u58,1366156800,3.0
u58,1366243200,3.0
u58,1366329600,2.0
u58,1366502400,2.0
u58,1366675200,1.5
u58,1366761600,2.0
u58,1366934400,3.0
u58,1367107200,3.0
u58,1367193600,2.5
u58,1367280000,3.0
u58,1367798400,3.0
u58,1367884800,2.5
u58,1367971200,3.0
u58,1368316800,1.0
u58,1368489600,2.0
u58,1368576000,2.0
u58,1368662400,3.0
u58,1368748800,3.0
u58,1369008000,3.0
u58,1369094400,2.5
u58,1369180800,2.0
u58,1369267200,3.0
u58,1369699200,2.0
u59,1364256000,2.0
u59,1364342400,2.0
u59,1364428800,1.5
u59,1364515200,1.5
u59,1364601600,2.0
u59,1364688000,2.0
u59,1364774400,1.5
u59,1364860800,2.0
u59,1364947200,1.0
u59,1365033600,2.0
u59,1365120000,2.0
u59,1365206400,2.0
u59,1365292800,2.0
u59,1365379200,2.0
u59,1365465600,1.5
u59,1365552000,2.0
u59,1365638400,0.5
u59,1365724800,2.0
u59,1365811200,0.0
u59,1365897600,0.5
u59,1365984000,2.0
u59,1366070400,0.0
u59,1366156800,2.0
u59,1366243200,2.0
u59,1366329600,1.5
u59,1366416000,0.0
u59,1366502400,2.0
u59,1366588800,2.0
u59,1366675200,2.0
u59,1366761600,2.0
u59,1366848000,0.0
u59,1366934400,2.0
u59,1367020800,0.0
u59,1367107200,2.0
u59,1367193600,2.0
u59,1367280000,4.0
u59,1367366400,1.0
u59,1367452800,1.0
u59,1367539200,1.0
u59,1367625600,1.0
u59,1367712000,0.0
u59,1367798400,2.0
u59,1367884800,2.0
u59,1367971200,2.5
u59,1368057600,0.0
u59,1368144000,3.0
u59,1368230400,3.0
u59,1368316800,4.0
u59,1368576000,3.0
u59,1368662400,2.0
u59,1368748800,2.0
u59,1368835200,0.0
u59,1368921600,0.0
u59,1369008000,0.0
u59,1369094400,1.0
u59,1369180800,1.0
u59,1369267200,0.0
u59,1369353600,2.0
u59,1369526400,0.0
u59,1369612800,1.5
u59,1369699200,3.0
u59,1369785600,3.0
u59,1369872000,1.0
u59,1369958400,0.0
u59,1370044800,1.5
u59,1370131200,0.0
u59,1370217600,0.0
u59,1370304000,0.0
u59,1370390400,0.0
u59,1370476800,0.0
u59,1370563200,0.0
